(Parent) ASIN,(Child) ASIN,Title,Sessions - Mobile App,Sessions – Mobile APP – B2B,Sessions - Browser,Sessions – Browser – B2B,Sessions - Total,Sessions – Total – B2B,Session Percentage - Mobile App,Session Percentage – Mobile APP – B2B,Session Percentage - Browser,Session Percentage – Browser – B2B,Session Percentage - Total,Session Percentage – Total – B2B,Page Views - Mobile App,Page Views – Mobile APP – B2B,Page Views - Browser,Page Views – Browser – B2B,Page Views - Total,Page Views – Total – B2B,Page Views Percentage - Mobile App,Page Views Percentage – Mobile App – B2B,Page Views Percentage - Browser,Page Views Percentage – Browser – B2B,Page Views Percentage - Total,Page Views Percentage – Total – B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage – B2B,Units ordered,Units ordered - B2B,Unit session percentage,Unit session percentage - B2B,Ordered product sales,Ordered product sales - B2B,Total order items,Total order items - B2B,report_date
B0D9XP1DD7,B0CXTZRHCX,Spigen Ultra Hybrid Pro Hülle Kompatibel mit Samsung Galaxy Z Fold 6 -Frost Gray,1,0,0,0,1,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,1,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260304
B0BJSNQSMC,B0BJSNQSMC,Spigen Ultra Hybrid Hülle Kompatibel mit Samsung Galaxy S23 Plus 5G -Crystal Clear,2,0,3,0,5,0,0.0%,0.0%,0.01%,0.0%,0.01%,0.0%,2,0,3,0,5,0,0.0%,0.0%,0.01%,0.0%,0.0%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260314
B0FCV9SC23,B0FCV9SC23,"Spigen Liquid Crystal Hülle für AirPods Pro 3. Generation (2025), TPU-Schutzhülle mit silbernem Lanyard - Kristallklar",30,0,15,0,45,0,0.12%,0.0%,0.1%,0.0%,0.11%,0.0%,51,0,24,0,75,0,0.14%,0.0%,0.11%,0.0%,0.13%,0.0%,100.0%,0.0%,4,0,8.89%,0.0%,55.64,0.0,4,0,20260323
B0C8J3H1LT,B0DJ9SZVBL,"Spigen Optik Armor für Samsung Galaxy S25 Ultra Hülle mit [Objektivschutz], [Air Cushion Tech] und Anti-Rutsch Design –Abyss Green",24,0,12,0,36,0,0.09%,0.0%,0.07%,0.0%,0.08%,0.0%,28,0,12,0,40,0,0.07%,0.0%,0.05%,0.0%,0.06%,0.0%,100.0%,0.0%,4,0,11.11%,0.0%,87.8,0.0,4,0,20260318
B09YMVMSYM,B09YMVMSYM,Spigen Rugged Armor Hülle Kompatibel mit Google Pixel 7 -Schwarz,5,0,2,0,7,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,5,0,4,0,9,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260310
B0FH29Z5MG,B0F1BGJNHX,"Spigen Slim Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt -Schwarz",38,2,8,2,46,4,0.09%,0.7%,0.04%,0.42%,0.08%,0.52%,76,7,15,5,91,12,0.13%,1.6%,0.06%,0.73%,0.11%,1.07%,100.0%,100.0%,6,0,13.04%,0.0%,359.94,0.0,6,0,20260301
B0FXFT7HTN,B0FCVK9G1F,Spigen Vault Hülle Case Kompatibel mit AirPods Pro 3. Generation (2025) mit Sicherem Magnetverschluss - Matt Schwarz,50,0,18,0,68,0,0.18%,0.0%,0.13%,0.0%,0.16%,0.0%,71,0,26,0,97,0,0.18%,0.0%,0.13%,0.0%,0.17%,0.0%,100.0%,0.0%,2,0,2.94%,0.0%,34.32,0.0,2,0,20260328
B0G6Y6XB4Z,B0D21X1FP9,Spigen für iPhone 16 Pro Hülle [Anti-Yellowing] Ultra Hybrid MagFit Case Handyhülle Transparent Dünn Slim Kompatibel mit MagSafe -Frost Clear,38,1,13,0,51,1,0.07%,0.19%,0.05%,0.0%,0.06%,0.05%,46,1,16,0,62,1,0.06%,0.15%,0.04%,0.0%,0.05%,0.04%,100.0%,100.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260311
B0FJQS82X9,B0FJQS82X9,Spigen Thin Fit 360 Hülle Kompatibel mit Nintendo Switch 2 2025 Minimale Tasche 360 Grad Schutz Kratzfest Case aus hochbelastbarer PC - Schwarz [Nintendo Switch 2],5,0,3,0,8,0,0.02%,0.0%,0.02%,0.0%,0.02%,0.0%,7,0,6,0,13,0,0.02%,0.0%,0.03%,0.0%,0.02%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260319
B097G4R3K5,B08Y2DK4XY,"Spigen OneTap Magfit Handyhalterung für Magsafe Autohalterung Armaturenbrett, Magnetische Handyhalter Auto Magnet kompatibel mit iPhone 17/16/15/14/13/12 Pro Max Air Plus Mini und MagSafe Hülle",16,0,5,0,21,0,0.03%,0.0%,0.02%,0.0%,0.03%,0.0%,25,0,5,0,30,0,0.03%,0.0%,0.02%,0.0%,0.03%,0.0%,100.0%,0.0%,1,0,4.76%,0.0%,31.99,0.0,1,0,20260314
B0DZ6KTTZM,B0FVB1GXJ7,"Spigen Liquid Air für Samsung Galaxy S26 Ultra Hülle [rutschfest] Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Case Handyhülle –Matte Black",457,5,226,11,683,16,0.73%,0.96%,0.75%,0.79%,0.73%,0.84%,707,8,307,12,1014,20,0.81%,1.02%,0.74%,0.62%,0.79%,0.74%,99.78%,100.0%,41,1,6.0%,6.25%,555.22,11.42,40,1,20260310
B08QDPX1PC,B08LK6461C,Spigen Tough Armor Hülle Kompatibel mit Samsung Galaxy S21 -Schwarz,10,0,6,0,16,0,0.02%,0.0%,0.03%,0.0%,0.02%,0.0%,12,0,10,0,22,0,0.02%,0.0%,0.03%,0.0%,0.02%,0.0%,100.0%,0.0%,4,0,25.0%,0.0%,71.36,0.0,4,0,20260314
B09ZVS2JL2,B09V1V34TV,"Spigen DA20 Apple Pencil Stifthalter für Pro und 2. Generation Kompatibel mit iPad Pro 11""/ 13"", iPad Air 11"" /13"" und Anderen iPad-Serien - Schwarz",5,0,5,1,10,1,0.01%,0.0%,0.03%,0.11%,0.02%,0.08%,10,0,5,1,15,1,0.02%,0.0%,0.02%,0.07%,0.02%,0.05%,100.0%,100.0%,2,2,20.0%,200.0%,47.84,47.84,1,1,20260302
B0D856H8VJ,B0D856H8VJ,"Spigen Glas.tR EZ Fit Anti-Reflex Schutzfolie kompatibel mit iPhone 16 Pro Max, 2 Stück, Kratzfest, 9H Härte Folie",0,0,1,0,1,0,0.0%,0.0%,0.01%,0.0%,0.0%,0.0%,0,0,1,0,1,0,0.0%,0.0%,0.01%,0.0%,0.0%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260328
B0CX6QC6D2,B0CX6QC6D2,Spigen Classic Fit Hülle Kompatibel mit Google Pixel Buds Pro 2 (2024) und Pixel Buds Pro 1 (2022) - Schwarz,9,0,3,0,12,0,0.04%,0.0%,0.02%,0.0%,0.03%,0.0%,19,0,3,0,22,0,0.05%,0.0%,0.02%,0.0%,0.04%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260326
B0DTX981XB,B0DTX981XB,Spigen Samsung Galaxy A56 5G Hülle [Fallschutz in Militärqualität] Rugged Armor Handyhülle für Samsung A56 -Matte Black,161,0,83,0,244,0,0.29%,0.0%,0.32%,0.0%,0.3%,0.0%,220,0,105,0,325,0,0.28%,0.0%,0.3%,0.0%,0.29%,0.0%,100.0%,0.0%,11,0,4.51%,0.0%,140.36,0.0,11,0,20260315
B07V6N8T53,B07V5KKM21,"Spigen Thin Fit Kompatibel mit MacBook Air A2337 M1, A2179, A1932 Retina 13 Zoll Hülle (2020/2019/2018) - Schwarz",3,0,5,0,8,0,0.01%,0.0%,0.03%,0.0%,0.02%,0.0%,4,0,5,0,9,0,0.01%,0.0%,0.02%,0.0%,0.01%,0.0%,100.0%,0.0%,2,0,25.0%,0.0%,75.98,0.0,2,0,20260302
B0DS1PLHS4,B0CM57Z1G3,Spigen Liquid Crystal Hülle Kompatibel mit Samsung Galaxy S24 -Glitter Crystal Quartz,17,0,6,0,23,0,0.05%,0.0%,0.03%,0.0%,0.04%,0.0%,21,0,10,0,31,0,0.04%,0.0%,0.04%,0.0%,0.04%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260304
B0GPCSNK4Z,B0F49863CF,"Spigen Tough Armor (AI) MagFit Hülle für Google Pixel 10 Pro XL, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] -Abyss Green",19,0,9,0,28,0,0.07%,0.0%,0.06%,0.0%,0.07%,0.0%,27,0,13,0,40,0,0.07%,0.0%,0.07%,0.0%,0.07%,0.0%,100.0%,0.0%,1,0,3.57%,0.0%,24.59,0.0,1,0,20260324
B0G2PP94TR,B0FV9RK8P8,Spigen Ultra Hybrid für Samsung Galaxy S26 Plus Hülle [Anti Vergilbung] Ultra Hybrid Case Handyhülle Transparent Schutzhülle Slim Dünn –Crystal Clear,45,1,22,0,67,1,0.11%,0.26%,0.12%,0.0%,0.11%,0.1%,84,5,36,0,120,5,0.14%,0.92%,0.13%,0.0%,0.14%,0.34%,100.0%,100.0%,9,1,13.43%,100.0%,152.6,16.97,9,1,20260308
B0B1P168DV,B0B1P168DV,Spigen Mag Armor MagFit Hülle Kompatibel mit iPhone 14 [Speziell Entwickelt für iPhone 14] Kompatibel mit MagSafe Magnetisch Case Handyhülle -Matte Black,5,0,5,0,10,0,0.01%,0.0%,0.02%,0.0%,0.01%,0.0%,6,0,6,0,12,0,0.01%,0.0%,0.02%,0.0%,0.01%,0.0%,54.55%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260316
B095RTJH1M,B095RTJH1M,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 17e, iPhone 16e, iPhone 14, iPhone 13, iPhone 13 Pro, 2 Stück, Kratzfest, 9H Härte Folie",60,1,49,2,109,3,0.22%,0.44%,0.35%,0.4%,0.26%,0.41%,79,2,69,3,148,5,0.2%,0.57%,0.36%,0.41%,0.25%,0.46%,100.0%,100.0%,29,2,26.61%,66.67%,489.16,34.08,29,2,20260328
B0CSNBD2KX,B0BNM287YC,"Spigen Lite Fit Ultra Armband Entwickelt für Apple Watch Ultra 3/2/1 49mm, Serie 11/10 46mm, Serie 9/8/7/SE 45mm,44mm Einstellbare Nylon-Solo-Strap - Marine Blau",5,0,4,0,9,0,0.02%,0.0%,0.03%,0.0%,0.02%,0.0%,8,0,5,0,13,0,0.02%,0.0%,0.02%,0.0%,0.02%,0.0%,100.0%,0.0%,3,0,33.33%,0.0%,53.97,0.0,3,0,20260323
B0FQX4G6DX,B0FCV11RC3,"Spigen Basis-Stoffarmband mit Klettverschluss Entwickelt für Samsung Galaxy Watch 8 44/40mm, 8 Classic 46mm (2025) - Marineblau",2,0,2,0,4,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,2,0,2,0,4,0,0.0%,0.0%,0.01%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260303
B0G6Y6XB4Z,B0D21YVT9X,Spigen für iPhone 16 Pro Hülle [Anti-Yellowing] Ultra Hybrid MagFit Case Handyhülle Transparent Dünn Slim Kompatibel mit MagSafe -Graphite,8,0,4,0,12,0,0.03%,0.0%,0.03%,0.0%,0.03%,0.0%,8,0,5,0,13,0,0.02%,0.0%,0.03%,0.0%,0.02%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260326
B0DTHPRNFF,B0DL7BYJXV,"Spigen Parallax MagFit Hülle für Samsung Galaxy S25, Kompatibel mit MagSafe -Sage Green",16,0,7,1,23,1,0.04%,0.0%,0.03%,0.08%,0.04%,0.06%,25,0,8,1,33,1,0.05%,0.0%,0.03%,0.06%,0.04%,0.04%,100.0%,100.0%,1,0,4.35%,0.0%,24.99,0.0,1,0,20260309
B0C8195JH3,B0FD1ZN2DL,Spigen iPhone 17 Hülle [Spigen Premium Qualität] Tough Armor MagFit Case Handyhülle mit Kickstand Kompatibel mit MagSafe –Gunmetal,24,0,15,1,39,1,0.04%,0.0%,0.06%,0.12%,0.05%,0.07%,36,0,23,1,59,1,0.05%,0.0%,0.07%,0.08%,0.05%,0.05%,100.0%,100.0%,2,1,5.13%,100.0%,59.4,29.74,2,1,20260315
B09F4J4T7Z,B09F4J4T7Z,"Spigen Ultra Hybrid Pro Hülle Kompatibel mit iPad mini 7. (2024, A17 Pro) / 6. (2021) Generation 8,3 Zoll - Schwarz",4,0,6,1,10,1,0.02%,0.0%,0.04%,0.12%,0.02%,0.09%,5,0,9,1,14,1,0.01%,0.0%,0.05%,0.08%,0.02%,0.06%,100.0%,100.0%,1,1,10.0%,100.0%,22.66,22.66,1,1,20260324
B0FF96BC71,B0F97TWP9R,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy Watch8, 40mm, 2 Stück, Nicht hüllenfreundlich, Kratzfest, 9H Härte Folie",8,0,4,0,12,0,0.03%,0.0%,0.03%,0.0%,0.03%,0.0%,10,0,4,0,14,0,0.02%,0.0%,0.02%,0.0%,0.02%,0.0%,100.0%,0.0%,3,0,25.0%,0.0%,47.72,0.0,3,0,20260321
B0G2PP94TR,B0FVBKG9ZP,Spigen Ultra Hybrid MagFit für Samsung Galaxy S26 Ultra Hülle [Anti Vergilbung] Case Handyhülle Transparent Kompatibel mit MagSafe -Frost Black,57,0,19,1,76,1,0.22%,0.0%,0.12%,0.11%,0.19%,0.09%,70,0,33,5,103,5,0.19%,0.0%,0.16%,0.39%,0.18%,0.31%,97.92%,100.0%,5,0,6.58%,0.0%,125.06,0.0,5,0,20260331
B0DZ6KTTZM,B0CM5F1T8P,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S24 -Schwarz,32,0,16,2,48,2,0.08%,0.0%,0.08%,0.18%,0.08%,0.15%,37,0,25,2,62,2,0.07%,0.0%,0.09%,0.13%,0.07%,0.11%,8.62%,100.0%,2,0,4.17%,0.0%,31.58,0.0,2,0,20260306
B0DP3JF93C,B0DP3JF93C,"Spigen Snap Switch Dockkompatible Hülle Mit abnehmbarem magnetischem Spielkartenfach für 6 Spielkarten, 2 SIMs Kompatibel mit Nintendo Switch 2 2025 Case mit Standfunktion Zubehör - Schwarz [Nintendo Switch 2]",3,0,4,0,7,0,0.01%,0.0%,0.02%,0.0%,0.01%,0.0%,4,0,6,0,10,0,0.01%,0.0%,0.02%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260312
B0CCWV2DYL,B0C6FVLRHH,Spigen Thin Fit Pro Hülle Kompatibel mit Samsung Galaxy Z Flip 5 -Frost Gray,0,0,2,0,2,0,0.0%,0.0%,0.01%,0.0%,0.0%,0.0%,0,0,3,0,3,0,0.0%,0.0%,0.01%,0.0%,0.0%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260315
B0FR43NQYR,B0FD21GLV5,Spigen iPhone 17 Pro Hülle [2025 Upgrade Kamerasteuerung] Ultra Hybrid T MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe –Glossy White,56,2,17,3,73,5,0.22%,0.84%,0.12%,0.35%,0.19%,0.45%,73,3,25,7,98,10,0.2%,0.99%,0.13%,0.59%,0.18%,0.67%,98.85%,100.0%,4,0,5.48%,0.0%,99.97,0.0,4,0,20260327
B0DHKLMNKX,B0FD1RXXWT,Spigen iPhone 17 Pro Max Hülle [Militärgeprüfter Schutz] Thin Fit MagFit Case Handyhülle Slim Kompatibel mit MagSafe –Schwarz,21,0,14,2,35,2,0.07%,0.0%,0.1%,0.39%,0.08%,0.25%,26,0,16,3,42,3,0.06%,0.0%,0.08%,0.43%,0.07%,0.27%,100.0%,100.0%,2,0,5.71%,0.0%,47.83,0.0,2,0,20260321
B0CXC66NCG,B0CXC66NCG,"Spigen Glas.tR EZ Fit Optik Pro Kameraschutz kompatibel mit iPad Air 11 Zoll M4/M3/M2 (2026-2024), iPad Air 13 Zoll M4/M3/M2 (2026-2024), 2 Stück, Space Grau, Individuelle Objektive, 9H Härte Folie",0,0,1,0,1,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,1,0,1,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260309
B0D21LN5LK,B0D21LN5LK,"Spigen Classic C1 MagFit Hülle für iPhone 16 Pro Max, Kompatibel mit MagSafe Zubehör -Ruby",6,0,2,0,8,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,6,0,2,0,8,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,50.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260301
B0FNCRW7JC,B0B1PCRZ7D,Spigen Liquid Air Hülle Kompatibel mit iPhone 14 Hülle Case Handyhülle -Matte Black,11,0,7,1,18,1,0.04%,0.0%,0.05%,0.11%,0.04%,0.09%,14,0,13,1,27,1,0.04%,0.0%,0.06%,0.08%,0.05%,0.06%,100.0%,100.0%,2,0,11.11%,0.0%,25.59,0.0,2,0,20260331
B0F9WTD4JQ,B0D3J4RKHL,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy Z Flip 7 FE, Z Flip 6, 2 Stück, für externe Display, Kratzfest, Hüllenfreundlich, Touch reaktiv",3,0,2,1,5,1,0.01%,0.0%,0.01%,0.11%,0.01%,0.09%,5,0,2,1,7,1,0.01%,0.0%,0.01%,0.08%,0.01%,0.07%,100.0%,100.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260323
B0DZ6KTTZM,B0FXCK6S9B,"Spigen Liquid Air für Samsung Galaxy S26 Ultra Hülle [rutschfest] Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Case Handyhülle –Marble Gray",43,0,19,2,62,2,0.14%,0.0%,0.12%,0.35%,0.13%,0.22%,64,0,24,4,88,4,0.15%,0.0%,0.11%,0.49%,0.13%,0.31%,98.72%,100.0%,2,0,3.23%,0.0%,33.98,0.0,2,0,20260322
B0FMQXDRZW,B0D84YX465,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 17 Pro, iPhone 17, iPhone 16 Pro, 2 Stück, Kratzfest, inklusive Installationskit, Kristallklar, 9H Härte Folie",248,4,194,45,442,49,0.9%,1.56%,1.3%,4.66%,1.04%,4.01%,338,5,290,77,628,82,0.87%,1.38%,1.41%,5.65%,1.06%,4.75%,26.36%,100.0%,87,50,19.68%,102.04%,1417.48,756.07,69,32,20260325
